,id,text,negative,positive,neutral
24,1367492224875966471,Hoe vaak kopen en gebruiken mensen #biociden voor thuisgebruik om muizen te bestrijden en groene aanslag te verwijd… https://t.co/Ss4vkThxlm,-1,1,0
25,1367488281529769987,@pientka_marleen @infomil Ja het staat op Infomil. Daarnaast kunnen gemeenten zich abonneren op het stookalert. ^al,-1,2,1
26,1367477511760797702,Nicotineproducten zonder #tabak nemen toe in populariteit. Bijv. nicotinezakjes. Dit zijn zakjes met een poeder en… https://t.co/RBAHpJeX2p,-1,1,0
27,1367452268929445892,Vandaag is #HPVAwarenessDay. Wist je dat bijna iedereen ooit #HPV krijgt? Gelukkig ruimt het lichaam dit virus vaak… https://t.co/q2rcr3TlCE,-1,1,0
28,1367421510579855360,@ricsajober Mensen vanaf 65 jaar krijgen het BioNTech/Pfizer vaccin  dit vaccin is voor hen beter geschikt. Hiervan… https://t.co/P0zMfs6cr0,-1,1,0
29,1367146306121138179,"@HenkDeVries_ Na vaccinatie hou je nog steeds 1,5 meter afstand. Dus hypothetisch gezien ben je niet in nauw contac… https://t.co/mwEOK7rJHq",-1,1,0
30,1367142332500475904,"@ebolaken Hallo Chantal, deze vragen kan je beter stellen aan het ministerie van Volksgezondheid, Welzijn en Sport… https://t.co/O0jZ0J4rvf",-1,1,0
31,1367135762022555655,"@WillemV12 dag Willem, dit kun je nalezen op onze website: https://t.co/2k1aOyBL1c  ^mb",-1,1,0
32,1367134425939660808,@jossies3 ervaren kan worden.^al 2/2,-1,1,0
33,1367134422634496015,@jossies3 Voor het afgeven van een stookalert baseren we ons op modelberekeningen en vooraf vastgestelde criteria.… https://t.co/NDwdUbumvd,-1,1,0
34,1367134021214474241,"RT @NPORadio1: 'De luizenzak en het wassen van kleding en knuffels, heeft eigenlijk niet zoveel effect', zegt Thijs Veenstra, adviseur infe…",-1,1,0
35,1367130442013491201,"@ebolaken Hallo Chantal, Dank voor je vraag. De Rijksoverheid heeft op hun website hierover informatie staan, zie:… https://t.co/d3I23t9gKt",-1,1,0
36,1367120620878716932,@ArjanAng Op dit moment hebben we nog geen vertaling van aantallen virusdeeltjes naar aantal besmette mensen. Meer… https://t.co/GNbJbNz8Tr,-1,1,0
37,1367111996697677831,@ebolaken Je hoeft niet te tekenen voor een coronavaccinatie. De enige schriftelijke toestemming is of je akkoord g… https://t.co/JF6gSPHUEZ,-1,1,0
38,1367107889089904650,"@marjavdwind Hallo Marja, Over het algemeen informeren wij vooraf (per brief) als we telefonisch contact opnemen. M… https://t.co/OZofJtoaxs",-1,1,0
39,1367098585796538368,"@DianaMeulenberg Hallo Diana, Het vaccineren gaat door zo lang er vaccins zijn. Misschien kan @MinVWS aangeven waar… https://t.co/Yq5IQhRD17",-3,1,-1
40,1367093088343252996,"@LeontienGR Hallo Leontien, dank voor je bericht. Zou je jouw vraag willen mailen naar mijn collega's via rvpcommun… https://t.co/wwJCKyKiu7",-1,1,0
41,1367089966636027904,Kort na een #schoolvakantie is een goed moment om op #hoofdluis te controleren. Zeker nu er door COVID-19 op de mee… https://t.co/ifMJqEqDG2,-1,1,0
42,1367087286563852290,@carnoot Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen. Op hun websit… https://t.co/qYAvQJzt4B,-1,1,0
43,1367081660408352772,"RT @Radboud_Uni: Medicijnresten die achterblijven in het riool kunnen tot milieuschade leiden. Daarom ontwikkelen de Radboud Universiteit,…",-1,1,0
44,1367064680171266048,@meteodelfzijl @Cumulus1966 de helft van het oppervlak van een provincie. Voor Groningen was dat gisteren niet het geval. ^al 2/2,-1,1,0
45,1367064676979384320,@meteodelfzijl @Cumulus1966 Hoi! Voor het afgeven van een stookalert baseren we ons op modelberekeningen en vooraf… https://t.co/OgevPFKD3g,-1,2,1
46,1367058403571490817,"@Piet_1960 Hallo Piet, wij leveren wel een aantal gegevens aan het dashboard coronavirus, maar @MinVWS zorgt voor d… https://t.co/hHenwo95KP",-2,1,-1
47,1366782845117730817,Vanaf vandaag worden de volgende groepen #zorgmedewerkers uitgenodigd voor een #coronavaccinatie. Het gaat om het t… https://t.co/8NMrItkYbb,-1,1,0
48,1366777572143616000,@Danny_T1981 Hi Danny. Informatie over de rioolwatermetingen kun je vinden op https://t.co/ea1g5eHN08. ^ms,-1,1,0
49,1366773891314683907,@SapperDeKriek We gebruiken hiervoor modelberekeningen van het KNMI. Het weermodel harmonie wordt hiervoor gebruikt. ^al,-1,2,1
50,1366772957117362176,"@pientka_marleen @VNGemeenten Hoi Marleen, op https://t.co/tqhiNEo8B1 kan men een mailadres achterlaten voor de nie… https://t.co/2fZG6NXKNp",-1,1,0
51,1366756845256388608,"Vooruitzicht nog niet goed ⬇️

Er zijn afgelopen week 31.984 mensen positief getest en 1.133 mensen opgenomen in he… https://t.co/jcbTtl3t5r",-1,1,0
52,1366742130358689794,"@ManuellaPN Hallo Manuella, vragen over de mondkapjesplicht kan je het beste stellen aan @Rijksoverheid. Zij kunnen… https://t.co/o3kaYoUsQF",-1,1,0
53,1366708514098450434,#Stookalert voor de provincies #Zeeland en #Zuid-Holland. Advies: laat je #houtvuur uit; de weersomstandigheden zij… https://t.co/uI2xur8GfT,-1,1,0
54,1366697296092672002,"Uit onderzoek blijkt dat de combinatie van nieuwe #brandstoffen, zoals waterstof, aardgas en elektriciteit,… https://t.co/pEm3Yb0mxA",-1,1,0
55,1366682195067359232,Tijdens de #darmkankermaand vragen we aandacht voor preventie van #darmkanker. Darmkanker begint meestal als poliep… https://t.co/IYYW89aBw3,-1,1,0
56,1366676088735285249,@rob81960 Hi Rob. Door COVID-19 heeft het bevolkingsonderzoek helaas een kleine vertraging opgelopen. Als het goed… https://t.co/xUY9fhfs5p,-1,1,0
57,1366674545852227589,RT @EersteKamer: Vandaag debatteert de Eerste Kamer met minister Schouten over het wetsvoorstel Stikstofreductie en natuurverbetering. Dit…,-1,1,0
58,1366420964351836164,@Lajla058 geen overlast door houtstook ervaren kan worden. ^al 2/2,-1,1,0
59,1366420961264812032,"@Lajla058 Hoi Lajla, de pagina wordt elke om 12 uur bijgewerkt. We geven alleen een stookalert af als de vastgestel… https://t.co/bGZ605Lspr",-1,1,0
60,1366411577809846273,@LMijjer Hi Louise. Je kunt hier de volgorde van vaccinatie vinden zoals deze nu is: https://t.co/4Mk0DQXXvy. ^ms,-1,1,0
61,1366400757705097217,@igotnospacebar Hi! Het uitblazen van sigarettenrook zal waarschijnlijk niet anders zijn dan het uitblazen van gewo… https://t.co/NpmvDo114m,-1,2,1
62,1366400016596803586,@JanStuurman Hi Jan. Je kunt het percentage positieve testen vinden op https://t.co/2k1aOyBL1c. ^ms,-1,1,0
63,1366399734060093440,@robbertvanog kunnen fluctueren. ^ms 2/2,-1,1,0
64,1366399728267776002,@robbertvanog Hi Robbert. Wij geven 1x per week (op dinsdag) een weekupdate waarin we ook het percentage positieve… https://t.co/iIHsgGv5pS,-1,1,0
66,1366396920948752387,@romme1967 Hi Romme. Wij geven 1x per week (op dinsdag) een weekupdate waarin we ook het percentage positieve teste… https://t.co/gDur691LOx,-1,1,0
67,1366380967330463744,"@jasperbunskoek @MinVWS @jeroenvanleuken Hi Jasper. Hier wordt aan gewerkt, maar dit is momenteel nog niet mogelijk… https://t.co/Hyoet6yMN7",-2,1,-1
68,1366337323852570624,"RT @IGJnl: Je hoeft niet te tekenen voor een coronavaccinatie. De enige schriftelijke toestemming die je gevraagd kan worden, is of je akko…",-1,1,0
69,1366312566285295616,Met het #bevolkingsonderzoek sporen we #darmkanker vroeg op. Iedereen van 55-75 jaar krijgt hiervoor automatisch ee… https://t.co/EatHNYdTpp,-1,1,0
70,1366310729087819776,Vanaf 1 maart is screening op mucopolysaccharidose type 1 (MPS I) onderdeel van de #hielprik. Zo worden pasgeborene… https://t.co/Wd5ID3yR0o,-1,1,0
71,1365332717240545281,"@1Holland Hi, @MinVWS kan het beste jouw vragen over de vaccinatie beantwoorden. Dit ligt niet op ons kennisgebied. ^nv",-1,1,0
72,1365327277073068032,"@snoopsel @Logius_minbzk Hallo Snoopsel, vervelend dat het niet lukt om online een afspraak te maken. Wellicht kan… https://t.co/rOsFYAngVB",-1,2,1
73,1365325660433117190,@JadwigaMaksymi1 @GGDGHORNL De zin is niet goed geformuleerd. De bedoeling was om te zeggen dat vaccinatie vrijwill… https://t.co/viiHeTQMe5,-1,1,0
74,1365325066263810048,"@A0B1C301 @LMijjer De zin is niet goed geformuleerd. De bedoeling was om te zeggen dat vaccinatie vrijwillig is, ma… https://t.co/poh14b7Iu0",-1,1,0
75,1365324821350002690,"@Jetconneqt Hallo Jet, De zin is niet goed geformuleerd. De bedoeling was om te zeggen dat vaccinatie vrijwillig is… https://t.co/juPo7jmQuf",-1,1,0
76,1365296555759181824,RT @MedicijnNL: Antilichaamcombinatie REGN-COV2 kan gebruikt worden bij de behandeling van coronapatiënten die geen extra zuurstof krijgen…,-1,1,0
77,1365274776537886725,"📺Onze collega Cécile van Els, hoogleraar Vaccinologie, sprak met de onderzoeksjournalisten van @isditpropaganda ove… https://t.co/73jd3JOWkO",-1,1,0
78,1365260352158629888,RT @MinVWS: Wanneer je aan de beurt bent voor een vaccinatie tegen het #coronavirus ontvang je vanzelf een uitnodiging. Als je besluit om j…,-1,1,0
79,1365230698177699842,"Hoe goed beschermt het #vaccin van #AstraZeneca tegen het #coronavirus? Onze collega Cécile van Els, hoogleraar Vac… https://t.co/0dNQTrKTMe",-1,1,0
80,1365208531260047363,Resultaten #gedragsonderzoek RIVM en @GGDGHORNL: de naleving van de #coronamaatregelen is nog steeds hoog. Het draa… https://t.co/E8BPfCM3HZ,-1,1,0
81,1364905046450851840,"Vanaf vandaag worden #zorgmedewerkers in de #wijkverpleging uitgenodigd voor #coronavaccinatie. 

Meer informatie… https://t.co/sjTbd4ugoE",-1,1,0
82,1364886283491958787,"Het #coronavirus verspreidt zich snel van mens op mens. Benieuwd hoe? 🦠 👇

NB: Van dit praktijkvoorbeeld zijn geen… https://t.co/TUm6R5n1Ij",-1,1,0
83,1364859254977486852,@DeLijster @Patyna_ @ggdfryslan Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste me… https://t.co/ZippV3D6bp,-1,1,0
84,1364850732290232320,@HarryWXveen Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen. Op hun we… https://t.co/2ylYmGGZMy,-1,1,0
85,1364606154144428035,"Hoe werken #rekenmodellen in de wetenschap, bijvoorbeeld bij het voorspellen van de ontwikkeling van de #Britse var… https://t.co/xaIOjf7Jnc",-1,1,0
86,1364603088087171082,@MmeJanet @caseofdees @mvdweijden Wat we bedoelen is dat het meestal geen probleem om het uitstrijkje een paar maan… https://t.co/zREYZXnH9y,-2,1,-1
87,1364600198174035968,"@FesBreda Dat klopt, en als je al eerder hebt meegedaan krijg je een uitnodiging per mail. We gebruiken ook onze so… https://t.co/kQvsTiSgKW",-1,1,0
88,1364585940023451648,Het aantal besmettingen bij bewoners van #verpleeghuizen neemt af. Dit wijst op een gunstig effect van #vaccinatie… https://t.co/kie1wyUazA,-2,1,-1
89,1364575676813172742,"@Marjan79 Goedemiddag Marjan, De Gezondheidsraad heeft gekeken welke mensen meer risico lopen bij besmetting met co… https://t.co/9ScUDfZY0J",-1,1,0
90,1364563274843512832,@StingerAtWork De Britse variant heeft het grootste aandeel. Het verloop van het aantal meldingen van personen met… https://t.co/1YRlf1JGMW,-1,1,0
91,1364559977826893824,@gfutrecht Er zijn binnen deze groepen nog mensen die een afspraak hebben staan voor een eerste prik. Daarnaast is… https://t.co/NoMR3FGvu2,-1,2,1
92,1364540354779877380,@Marc89_ Vacineren is vrijwillig. Je hebt geen keuze in welk vaccin je kiest. Het was een antwoord op een vraag of… https://t.co/d9qFGAlRd3,-1,1,0
93,1364535537722396673,"@FesBreda Hallo Fes, Dit komt o.a. uit resultaten van onderzoeken die we doen. Hierin is het belangrijk dat hoe mee… https://t.co/EdIVqBg0Bu",-1,1,0
94,1364520208065527810,Op 19/2 besprak het #OMT het verloop van de #coronapandemie en het effect van #versoepelingen op de virusverspreidi… https://t.co/6H4S6URDBx,-1,1,0
95,1364502486057369602,"RT @VWSTweedeKamer: Bekijk de powerpointpresentatie van Jaap van Dissel, directeur Centrum Infectieziektenbestrijding 
@rivm, hier:  https:…",-1,1,0
96,1364479560859983872,Om 9.00 uur start de technische briefing met Jaap van Dissel en Jaap van Delden aan de #TweedeKamer. Live te  volge… https://t.co/wqbTZgN2SU,-1,1,0
97,1364248177231212550,"@jur_rensema Dag Jur, vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen.… https://t.co/VeGmLaJURm",-1,1,0
98,1364243857559465988,Vanaf deze week brengen we de #vaccinatiegraad van gevaccineerden in beeld. Van de 90-plussers heeft 57% tenminste… https://t.co/lEMULXFwjK,-1,1,0
99,1364231197241585664,"Maatregelen voorkomen snellere stijging, maar druk op de ziekenhuizen blijft hoog ⬇️

Er zijn afgelopen week 29.977… https://t.co/bYZMMNCGWF",-2,1,-1
100,1364196796529057792,@misslaluna1 Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen. Op hun we… https://t.co/Kjr1qENM6g,-1,1,0
101,1364185832282869763,"@anita_tjuh Hallo Anita, op onze website zie je precies wanneer je in isolatie of quarantaine gaat en voor hoe lang… https://t.co/yYlfNUgXRv",-2,1,-1
102,1364181297443266561,@Nadien95755314 Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen. Op hun… https://t.co/k3mCwz5Hwn,-1,1,0
103,1364180986011992065,"@jodybernalfan98 Hoi Sjaak, vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee he… https://t.co/r5aYbryPpA",-1,1,0
104,1364143867256336384,"@hwpeters77hotm Dag Rieki, er wordt expliciet toestemming gevraagd aan de patiënt of de wettelijk vertegenwoordiger… https://t.co/Ej70cZuoMs",-1,1,0
105,1363887330197712896,Deze week worden de eerste #ggz-cliënten gevaccineerd. Zowel de cliënten als zorgmedewerkers krijgen een #vaccin to… https://t.co/7GwcXxR4yD,-1,1,0
106,1363881166521122816,@bonsje Excuses voor deze onhandige formulering. Het is meestal geen probleem om het uitstrijkje een paar maanden u… https://t.co/Pa7l19ql8c,-2,1,-1
107,1363800641093722115,"@rianne666 Hoi Rianne, dat wordt gedaan door middel van kiemsurveillance, zie ook: https://t.co/fJxycqb9Uf ^mb",-1,1,0
108,1363800279112708096,"@SabiduriaSophia Hoi Sophia, nee dat is niet mogelijk, zie ook: https://t.co/i74p8KGF9K ^mb",-1,1,0
109,1363518062809518084,"RT @hugodejonge: Vandaag de #miljoensteprik. Door hard werk van velen bij @GGDGHOR, @RIVM, @LNAcuteZorg, @LHVhuisartsen, @verenso, @NVAVG,…",-1,1,0
110,1362790207301550088,"@Bendedraadkwijt Vragen over het dashboard coronavirus kan je stellen aan @MinVWS, zij zorgen voor de actualisatie… https://t.co/1Ct3mtujCf",-1,1,0
111,1362788226822508545,"@ljongbloed @telegraaf Hallo Lieke, dit wordt wekelijks op dinsdag gemeld in de 'update epidemiologische situatie v… https://t.co/uyvdGdFlg4",-1,1,0
112,1362787539522887683,"@helmavermeij Hallo Helma, @MinVWS gaat over de verdeling van vaccins en volgorde van vaccineren. Zij kunnen je mee… https://t.co/2TbkzxMb0s",-1,1,0
113,1362784125070036992,Deze week worden 44.050 #vaccins geleverd aan het #Caribisch deel van het Koninkrijk der Nederlanden. Het gaat hier… https://t.co/ZJhimAXkhL,-1,1,0
114,1362744849133432834,"@rinage Hi, dank voor je vraag. De @Rijksoverheid kan je wellicht op weg helpen met een advies hierover. Zij zijn h… https://t.co/L5i2iMznlC",-1,2,1
115,1362742075251425283,"@robbyhier Hallo Robby, die kan je vinden in meerdere artikelen, maar het percentage komt uit: 
Haug et al. Ranking… https://t.co/mN9vXwdOci",-2,1,-1
116,1362734726361067520,RT @MinVWS: Het coronadashboard is uitgebreid met cijfers over #vaccinatiebereidheid op basis van gedragsonderzoek van het @RIVM. De cijfer…,-1,1,0
117,1362734175397310473,"@Miriam97517008 Hallo Miriam, vragen over de coronavaccinatie kan je stellen aan @MinVWS. Op hun website staat ook… https://t.co/SwNA3kjUgZ",-1,1,0
118,1362727606098010119,"@crcippie Hi, Voor het PIENTER-onderzoek kan je je niet meer aanmelden. Zie voor meer informatie:… https://t.co/DlJGuc1d34",-1,1,0
119,1362717878525509633,@bonzorino @hugodejonge @MinPres @MinVWS houdt dat bij op het dashboard coronavirus: https://t.co/ZydKrtoSNl ^nv,-1,1,0
120,1362716779026538498,"@ajeto02 Goed dat ze het zelf hebben bezorgd, maar het is nog steeds niet de bedoeling dat ze deze informatie verme… https://t.co/6310NqhlFi",-2,1,-1
121,1362710376530522112,"@bonsje Hi, het bevolkingsonderzoek baarmoederhalskanker heeft in 2020 even stilgelegen vanwege de uitbraak van het… https://t.co/OtOL9D7bfI",-1,1,0
122,1362435337574903808,"@ajeto02 Het is de bedoeling dat je de uitnodiging ontvangt met alleen NAW-gegevens, helaas is dit niet goed gegaan… https://t.co/iwpMFLOVHO",-1,1,0
123,1362434418577707009,@HWdJ_Almere @hugodejonge Vragen over vaccinaties kun je stellen aan @MinVWS. Op hun website worden al veel vragen… https://t.co/PgkEKTUEuQ,-1,1,0
124,1362433455209000961,@mvanimmerzeel @GGDGHORNL Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee help… https://t.co/sdeT2savHX,-1,1,0
125,1362432249858301953,RT @AtlasLO: Onze nieuwsbrief is uit! Lees de antwoorden op de meest gestelde vragen over #Checkjeplek. Check de #luchtkwaliteit in het jaa…,-1,2,1
126,1362345459348602882,@TonHuijsman Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen. Op hun we… https://t.co/LMP2SUXDt3,-1,1,0
127,1362343373047296000,@MarkHogerwerf In het OMT wordt de medische expertise van artsen gebundeld. Daarnaast zijn er uiteraard ook andere… https://t.co/wWnz8WKQvq,-1,2,1
128,1362320546906701825,@ham_vick Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen. Op hun websi… https://t.co/CzzxOvR1uy,-1,1,0
129,1362306527856648194,@AstridDungen Hi Astrid. De GGD kan je adviseren over je persoonlijke situatie. ^ms,-1,1,0
130,1362298686726955010,@SaraLiam11 @hugodejonge @Gezondheidsraad Het is belangrijk dat mensen beschermd zijn tegen ernstige gevolgen van C… https://t.co/MRd3Pc0M6v,-1,1,0
131,1362019773337509889,"@GezondRechts Hi, De @Rijksoverheid geeft een overzicht van het aantal vaccinaties op hun website: https://t.co/ZydKrtoSNl ^nv",-1,1,0
132,1362011944077692931,Onze collega's @marithvolp en Cécile van Els praten vanavond tijdens een webinar huisartsen bij over de vaccinaties… https://t.co/oW2mn9SiVT,-1,1,0
133,1361983707951808517,Collega's van @Defensie ondersteunen ons momenteel bij het logistieke proces rondom het #coronavaccinatieprogramma.… https://t.co/ge7KHFkEiv,-1,1,0
134,1361951205438746625,"@JohnCoenraadts Beste John, juist doordat sommige gebieden meer inwoners hebben dan andere is het handig om 1 const… https://t.co/2OFcWJ5qHC",-1,1,0
135,1361700237472108545,"@pvansteijnen @ggdkennemerland @ggd Pauline, ik wil graag kijken of we je verder kunnen assisteren. Zou je ons in e… https://t.co/PkIWgcT7S0",-1,1,0
136,1361696596027662336,"@JaccovanderPost Hi, @MinVWS adviseert, op basis vd analyses van het RIVM, het @MinBZ op het gebied van risico’s vo… https://t.co/kbL6uyUu0B",-1,1,0
137,1361695343155548163,"Aantal meldingen gelijk aan week daarvoor, verminderd testen vertroebelt zicht op verspreiding ⬇️

Afgelopen week z… https://t.co/f7OQ030hC0",-1,1,0
138,1361681736845975556,@MariloudenO Op de pagina staat dat je na de vaccinatie nog steeds de algemene coronaregels moet aanhouden. Als er… https://t.co/xsJegcyGqm,-1,1,0
139,1361647766729064448,@MariloudenO Je kan meer informatie vinden over coronamaatregelen na vaccinatie op onze website: https://t.co/Khky5JXBGc ^rr,-1,1,0
140,1361619406313422849,@JanvDes @Rijksoverheid @MinVWS @MarionKoopmans Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je h… https://t.co/UQl1QZkwDa,-1,1,0
141,1361617338034970627,"RT @SpraakmakersOp1: Margreet van Zanten, hoofd emissieregistratie bij het @rivm, legt uit hoe het kan dat de gemeten uitstoot van houtkach…",-1,1,0
142,1361590222077759488,"@ReumaNederland @BeauEagle De meeste medicijnen hebben geen invloed op de vaccinatie, met uitzondering van bloedver… https://t.co/hdINu70Ygj",-1,1,0
143,1361336518682570753,@Mica1918541039 Vragen over vaccinaties kun je stellen aan @MinVWS. Zij kunnen je hier het beste mee helpen. Op hun… https://t.co/6bx0gq9oOp,-1,1,0
144,1361336415171264522,@Robertwandelaar @Marieke1995 @GGDGHORNL Nee juist met elkaar werken. We missen allemaal wel eens iets toch? ^mk,-1,1,0
145,1361333958747766784,@mamavancato @LHVhuisartsen Vragen over vaccinaties kun je stellen aan @MinVWS.  Op hun website worden al veel vrag… https://t.co/GnS1hVlE9x,-1,1,0
146,1361330681301901319,@WebBeest Als een coronavaccin bijvoorbeeld 60% of 95% werkzaam is betekent dit dat mensen die dat vaccin hebben ge… https://t.co/VEkFl1zUhq,-1,1,0
147,1361330343207403521,"@Corriemieke Op de pagina over de covid-19 vaccinatie staan linken naar de bijsluiters van BioNTech/Pfizer, Moderna… https://t.co/nW1WXKOy3P",-1,1,0
148,1361326897557348352,"@Marieke1995 @GGDGHORNL Hoi Marieke, Ik heb net contact gezocht met de GGDGHOR. Wanneer je in een DM je telefoonnum… https://t.co/hDVhtCqLo3",-1,1,0
149,1361326845707378691,I.s.m. andere Europese landen werken wij aan voedselkeuzelogo #NutriScore. Nutri-Score geeft een totaaloordeel over… https://t.co/DWZwsahu0D,-1,1,0
150,1361325507036512257,@sjnuubelke Het is vooral belangrijk dat mensen beschermd zijn tegen ernstige gevolgen van COVID-19. Het coronavacc… https://t.co/aNsLmjcU97,-1,1,0
151,1361324743975198721,@John_Multiplex Meer informatie over de volgorde van vaccinatie staat op de website van de Rijksoverheid. https://t.co/4Mk0DQXXvy ^mk,-1,1,0
152,1361321943690055681,@sjw4453 Het coronavirus verspreidt zich via mensen. Buiten het lichaam kan het virus niet goed overleven.   ^mk,-1,1,0
153,1361320072002891781,RT @GGDGHORNL: Het is momenteel erg druk bij het Landelijke Vaccinatie Afsprakennummer. Blijf het proberen! Rond etenstijd en aan het eind…,-1,2,1
154,1361316374027632645,"@MLKlomp @shossontwits Hoi Marie-Louise, Wij kunnen je hier helaas niet mee helpen. @minvws bepaalt de volgorde van… https://t.co/uPh8IBUHc8",-1,1,0
155,1361311237380923392,"@Astrid_Bumke Beste Astrid. 
Wij onderzoeken nu samen met de GGD het Nivel en het Jeroen Bosch Ziekenhuis of mensen… https://t.co/ROyTPswQmJ",-1,1,0
156,1361255650278400000,"@Edeklomp Hi Andre. Als je in januari of februari 2021 65 wordt of bent geworden, wordt je ook uitgenodigd voor een… https://t.co/Zaaog2ucBf",-1,1,0
157,1361233098709622784,De uitstoot van #broeikasgassen en luchtverontreinigende stoffen blijft dalen. Dit blijkt uit de definitieve cijfer… https://t.co/yQO5wo7mEU,-1,1,0
158,1361032203275300868,RT @GGDGHORNL: In verband met code rood sluiten de GGD’en morgen alle test- en vaccinatielocaties tot 12.00 uur. Heb je een afspraak staan…,-1,1,0
159,1360508594966396930,RT @rivm: Hoe ga jij om met de coronamaatregelen? Vul het vragenformulier in en laat het ons weten. Het duurt ongeveer 15 minuten en je hel…,-1,1,0
